name,city,review_count,hours,neighborhood,categories,latitude,stars,attributes,longitude,address,postal_code,state,is_open,business_id,type
King Solomon's Pizza,Phoenix,16,"['Monday 11:0-20:0', 'Tuesday 11:0-20:0', 'Wednesday 11:0-20:0', 'Thursday 11:0-20:0', 'Friday 11:0-14:30', 'Saturday 11:0-14:30', 'Sunday 11:0-20:0']",,"['Mexican', 'Italian', 'Restaurants', 'Kosher', 'Pizza']",33.5080653,4.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-112.065452,4810 N 7th St,85014,AZ,0,HCsceGqc3Y3SiUxcpzNuDA,business
Some Burros,Gilbert,98,"['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-21:0', 'Friday 9:0-22:0', 'Saturday 9:0-22:0', 'Sunday 9:0-21:0']",,"['Mexican', 'Restaurants']",33.3031741,2.5,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-111.7432094,2597 S Market St,85297,AZ,1,HhopVWTjghrRU2sWGBv-Rg,business
Ichiban Sushi,Toronto,13,"['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:30', 'Friday 11:30-22:30', 'Saturday 11:30-22:30', 'Sunday 12:0-22:0']",The Beach,"['Restaurants', 'Sushi Bars']",43.672951,4.0,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-79.2867193,2250 Queen Street E,M4E 1G2,ON,0,rWxAgLSI0Sk1MCpQGd5HDQ,business
Wendy's Old Fashioned Hamburgers,Tempe,4,"['Monday 6:0-1:0', 'Tuesday 6:0-1:0', 'Wednesday 6:0-1:0', 'Thursday 6:0-1:0', 'Friday 6:30-1:0', 'Saturday 6:0-1:0', 'Sunday 6:0-1:0']",,"['Restaurants', 'Fast Food']",33.3347856763,2.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']",-111.912693339,1741 E Warner Rd,85284,AZ,0,_NQxJx-69on26wDXaaEDlQ,business
Izba Restaurant,Etobicoke,40,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']",Etobicoke,"['Polish', 'Ukrainian', 'Hungarian', 'Restaurants']",43.6276238,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-79.4975567,648 The Queensway,M8Y 1K7,ON,1,vdCO-FA2L86XpMazfYlnVw,business
Gordon Biersch Brewery Restaurant,Las Vegas,185,"['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-23:0']",Westside,"['Breweries', 'Restaurants', 'Food', 'American (New)']",36.1645604,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-115.2893048,"750 S Rampart Blvd, Ste 16",89145,NV,0,iPM85PQMs7QoAxw-Og9ChQ,business
Taco Bell,Charlotte,23,"['Monday 6:30-3:0', 'Tuesday 6:30-3:0', 'Wednesday 6:30-3:0', 'Thursday 6:30-3:0', 'Friday 6:30-4:0', 'Saturday 7:0-4:0', 'Sunday 7:0-3:0']",University City,"['Mexican', 'Fast Food', 'Restaurants', 'Tex-Mex']",35.31006,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-80.75372,8661 J.W. Clay Blvd,28262,NC,1,ki5qgWUCuTpb9si0eJL1fQ,business
Miss Edgar's Muddy Water Tavern,Beeton,3,,,"['Diners', 'Restaurants']",44.0787233,4.0,"['Alcohol: full_bar', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTakeOut: True']",-79.7855579,25 Main Street W,L0G 1A0,ON,1,4uRkdWFzH2S0yvapx7d4fw,business
Tokyo Lobby Sushi and Grill,Glendale,272,"['Monday 11:0-14:30', 'Tuesday 11:0-14:30', 'Tuesday 17:0-21:30', 'Wednesday 11:0-14:30', 'Wednesday 17:0-21:30', 'Thursday 11:0-14:30', 'Thursday 17:0-21:30', 'Friday 11:0-22:30', 'Saturday 11:0-22:30', 'Sunday 12:0-21:0']",,"['Restaurants', 'Sushi Bars', 'Japanese']",33.6384067,4.0,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-112.1837949,"5795 W Bell Rd, Ste 1",85308,AZ,1,gA9hCYY7MYl9oZ3aym5dvw,business
Racines,Montréal,8,"['Tuesday 11:30-14:30', 'Tuesday 17:30-23:0', 'Wednesday 11:30-14:30', 'Wednesday 17:30-23:0', 'Thursday 11:30-14:30', 'Thursday 17:30-23:0', 'Friday 11:30-14:30', 'Friday 17:30-23:0', 'Saturday 17:30-23:0']",Ville-Marie,"['Restaurants', 'French']",45.5003021,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: False', 'HasTV: False', 'NoiseLevel: average', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 3', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: False']",-73.5583999,444 Rue Mcgill,H2Y 2G1,QC,0,yKAyrYfjBCgBjK82SFY5-g,business
Sakura Garden,Toronto,31,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:30', 'Saturday 11:0-22:30', 'Sunday 12:0-22:0']",,"['Japanese', 'Chinese', 'Restaurants', 'Asian Fusion']",43.7334793,3.5,"['Alcohol: full_bar', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no', ""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]",-79.4195541,1921 Avenue Road,M5M 4A2,ON,1,Q8-4uLtLJeXHJZZsr2Zexw,business
Hero Certified Burgers - Mt. Pleasant,Toronto,11,"['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']",Mount Pleasant and Davisville,"['Burgers', 'Restaurants']",43.7086756,2.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']",-79.3904496,796-798 Mt. Pleasant Rd.,M4P 2L5,ON,0,L92FWHOSZVuk8wjTloCigQ,business
Quark's Bar & Restaurant,Las Vegas,42,,Eastside,"['Restaurants', 'American (New)']",36.1371122,4.0,"['Alcohol: full_bar', 'BYOB: False', 'BYOBCorkage: no', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: False', 'WheelchairAccessible: True']",-115.1529193,"Star Trek The Experience, 3000 Paradise Rd",89109,NV,0,9QtHDX71JnaQbmzWWVbi-A,business
Arby's,Phoenix,3,,,"['Fast Food', 'Sandwiches', 'Restaurants']",33.3773552,2.5,"['BusinessAcceptsCreditCards: True', 'GoodForKids: True', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsReservations: False']",-112.0708618,119 E Baseline Rd,85042,AZ,1,0XMOCF8omuTYfhkNRz1xMw,business
Guu Izakaya Toronto,Toronto,28,"['Monday 17:30-23:30', 'Tuesday 17:30-23:30', 'Wednesday 17:30-23:30', 'Thursday 17:30-23:30', 'Friday 17:30-0:30', 'Saturday 17:30-0:30', 'Sunday 17:30-23:30']",Parkdale,"['Restaurants', 'Japanese', 'Tapas Bars', 'Izakaya']",43.6418673011,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BikeParking: False', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DogsAllowed: False', 'HasTV: False', 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'GoodForKids: False']",-79.4310904075,1314 Queen Street W,M6K 1L4,ON,1,L82O1ZFFQfjJxF0_PYWPnA,business
Christy Candy Shop,Las Vegas,4,,Eastside,"['Candy Stores', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Mexican', 'Specialty Food', 'Food']",36.124902,3.0,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', 'RestaurantsPriceRange2: 3', 'RestaurantsTakeOut: False', 'WiFi: no', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""]",-115.13471,"The Boulevard Mall, 3542 S Maryland Pkwy",89169,NV,1,RGmBfqdFb0giLPG-SZbQUQ,business
Kamasutra Indian Restaurant & Wine Bar,Toronto,75,"['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 12:0-22:0', 'Sunday 12:0-22:0']",Mount Pleasant and Davisville,"['Asian Fusion', 'Restaurants', 'Nightlife', 'Bars', 'Wine Bars', 'Caterers', 'Event Planning & Services', 'Indian']",43.7041886,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-79.3745783,1522 Bayview Avenue,M4G 3B4,ON,1,PxH02Eu2Z4MUycBLU80D8g,business
Moe's Southwest Grill,Mentor,15,"['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-20:0']",,"['Restaurants', 'Tex-Mex', 'Mexican']",41.657592,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-81.370311,7585-7601 Mentor Ave,44060,OH,1,5VMqROXPjHCKdlPnm0xyvQ,business
Domino's Pizza,Las Vegas,42,"['Monday 9:0-2:0', 'Tuesday 9:0-2:0', 'Wednesday 9:0-2:0', 'Thursday 9:0-2:0', 'Friday 9:0-2:0', 'Saturday 9:0-2:0', 'Sunday 9:0-2:0']",Southeast,"['Chicken Wings', 'Sandwiches', 'Pizza', 'Restaurants']",36.0999219,2.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no']",-115.1364184,4966 S Maryland Pkwy,89119,NV,1,6fKmO2gzGQhzM791H6b4mQ,business
Crazy Falafel,Montréal,5,,Ville-Marie,"['Ethnic Food', 'Falafel', 'Restaurants', 'Imported Food', 'Mediterranean', 'Specialty Food', 'Food']",45.5045428,4.0,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-73.5685214,521 Rue Sainte-Catherine W,H3B 1A6,QC,1,Ypz5QeJZru5DdOAt4Pqj6Q,business
